Trial,nBack,Degradation,Image,RT,Accuracy,Race,Gender
1,0,1,CFD-AM-232-251-N_degraded.jpg,NaN,0,Asian,Male
1,0,1,CFD-AM-227-184-N_degraded.jpg,NaN,1,Asian,Male
1,0,1,CFD-AM-232-251-N_degraded.jpg,0.564549534999969,1,Asian,Male
1,0,1,CFD-BM-234-172-N_degraded.jpg,NaN,1,Black,Male
1,0,1,CFD-WF-201-156-N_degraded.jpg,NaN,1,White,Female
1,0,1,CFD-BF-218-207-N_degraded.jpg,NaN,1,Black,Female
1,0,1,CFD-AM-232-251-N_degraded.jpg,0.52987992899989,1,Asian,Male
1,0,1,CFD-AM-237-154-N_degraded.jpg,NaN,1,Asian,Male
1,0,1,CFD-AM-240-191-N_degraded.jpg,NaN,1,Asian,Male
1,0,1,CFD-AM-217-085-N_degraded.jpg,0.588524903999996,0,Asian,Male
2,0,1,CFD-AF-250-200-N_degraded.jpg,NaN,1,Asian,Female
2,0,1,CFD-LF-234-139-N_degraded.jpg,0.390888919999952,0,Latino,Female
2,0,1,CFD-LM-230-202-N_degraded.jpg,NaN,1,Latino,Male
2,0,1,CFD-BF-202-109-N_degraded.jpg,NaN,0,Black,Female
2,0,1,CFD-BM-211-174-N_degraded.jpg,NaN,1,Black,Male
2,0,1,CFD-LF-232-199-N_degraded.jpg,NaN,1,Latino,Female
2,0,1,CFD-BF-203-184-N_degraded.jpg,0.394939682000086,0,Black,Female
2,0,1,CFD-BF-202-109-N_degraded.jpg,NaN,0,Black,Female
2,0,1,CFD-AM-236-090-N_degraded.jpg,NaN,1,Asian,Male
2,0,1,CFD-BF-202-109-N_degraded.jpg,0.773572668999805,1,Black,Female
3,0,1,CFD-LF-204-133-N_degraded.jpg,NaN,1,Latino,Female
3,0,1,CFD-WM-203-023-N_degraded.jpg,NaN,1,White,Male
3,0,1,CFD-BM-229-209-N_degraded.jpg,NaN,1,Black,Male
3,0,1,CFD-BM-241-235-N_degraded.jpg,0.498345932999882,1,Black,Male
3,0,1,CFD-LF-227-054-N_degraded.jpg,NaN,1,Latino,Female
3,0,1,CFD-AM-242-176-N_degraded.jpg,NaN,1,Asian,Male
3,0,1,CFD-BM-241-235-N_degraded.jpg,0.453345032000016,1,Black,Male
3,0,1,CFD-AM-239-147-N_degraded.jpg,NaN,1,Asian,Male
